municipio,exames,tat_mediano_dias,tat_p90_dias,tat_lab_mediano_dias,logistica_mediana_dias,pct_liberado_48h,pct_liberado_48h_coleta,pct_liberado_7d,pct_liberado_14d,pct_rejeitado,backlog_estimado,pct_inconclusivo,pct_liberado,fonte,anos_referencia,interpretacao
DOM AQUINO,159,9.467361111111112,150.32569444444445,6.245833333333334,1.4534722222222223,0.3904761904761905,0.27350427350427353,0.42735042735042733,0.5897435897435898,0.08176100628930817,66,0.0,0.3710691823899371,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
VILA BELA DA SANTISSIMA TRINDADE,224,6.547916666666667,158.62333333333376,1.71875,1.6284722222222223,0.5374149659863946,0.18120805369127516,0.5234899328859061,0.7315436241610739,0.05357142857142857,65,0.0,0.5133928571428571,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
SANTA TEREZINHA,154,7.701041666666667,41.158680555555556,2.08125,3.357638888888889,0.4818181818181818,0.10317460317460317,0.4365079365079365,0.6825396825396826,0.032467532467532464,63,0.0,0.487012987012987,gal_lacen_microdados,>=2024,Backlog pendente relevante — priorizar liberação
SANTA CARMEM,138,13.488541666666666,95.60138888888889,8.029861111111112,6.524305555555555,0.25773195876288657,0.1574074074074074,0.3333333333333333,0.5277777777777778,0.007246376811594203,59,0.0,0.4927536231884058,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
NOVA MARINGA,152,16.714583333333334,96.30388888888896,2.1899305555555557,5.538888888888889,0.4696969696969697,0.16161616161616163,0.26262626262626265,0.43434343434343436,0.046052631578947366,57,0.0,0.4868421052631579,gal_lacen_microdados,>=2024,TAT mediano elevado — revisar fluxo coleta→liberação
ALTO PARAGUAI,164,11.468055555555555,182.62451388888914,4.084722222222222,3.6333333333333333,0.4375,0.10576923076923077,0.3942307692307692,0.5576923076923077,0.08536585365853659,55,0.0,0.3597560975609756,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
JAURU,180,4.713888888888889,91.61597222222223,2.142361111111111,2.4298611111111112,0.4251968503937008,0.296551724137931,0.6,0.7379310344827587,0.07222222222222222,55,0.0,0.4444444444444444,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
NOVA MONTE VERDE,143,9.760416666666666,149.43402777777777,2.7777777777777777,1.6923611111111112,0.44155844155844154,0.07228915662650602,0.37349397590361444,0.5783132530120482,0.06993006993006994,54,0.0,0.36363636363636365,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
NOVA BANDEIRANTES,186,9.603819444444444,71.40416666666667,8.152083333333334,2.323611111111111,0.23893805309734514,0.19696969696969696,0.4090909090909091,0.5151515151515151,0.05913978494623656,54,0.0,0.3763440860215054,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
NOVO MUNDO,309,14.327777777777778,122.42361111111111,3.0541666666666667,6.406944444444444,0.32275132275132273,0.05394190871369295,0.2572614107883817,0.49377593360995853,0.1423948220064725,52,0.0,0.459546925566343,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
ALTO ARAGUAIA,173,6.531944444444444,271.53125,1.00625,3.5215277777777776,0.5943396226415094,0.24113475177304963,0.5460992907801419,0.6170212765957447,0.11560693641618497,51,0.0,0.49710982658959535,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
CANABRAVA DO NORTE,100,3.4090277777777778,31.54409722222223,1.9201388888888888,1.4145833333333333,0.625,0.265625,0.71875,0.828125,0.04,50,0.0,0.29,gal_lacen_microdados,>=2024,Desempenho dentro do esperado (janela recente)
SALTO DO CEU,148,9.652083333333334,96.89131944444443,6.815972222222222,1.6788194444444444,0.31521739130434784,0.08490566037735849,0.36792452830188677,0.5566037735849056,0.07432432432432433,48,0.0,0.4391891891891892,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
RESERVA DO CABACAL,159,5.429861111111111,65.56236111111112,2.7006944444444443,3.3381944444444445,0.4406779661016949,0.23076923076923078,0.6,0.6307692307692307,0.025157232704402517,48,0.0,0.29559748427672955,gal_lacen_microdados,>=2024,Desempenho dentro do esperado (janela recente)
ITANHANGA,119,7.649652777777778,244.57916666666668,2.900347222222222,2.3333333333333335,0.3870967741935484,0.18055555555555555,0.4861111111111111,0.5833333333333334,0.11764705882352941,47,0.0,0.2689075630252101,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
UNIAO DO SUL,176,12.487152777777778,239.4597222222222,6.016319444444445,4.381944444444445,0.3942307692307692,0.09322033898305085,0.4152542372881356,0.5084745762711864,0.09090909090909091,46,0.0,0.4318181818181818,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
ALTO TAQUARI,185,6.735416666666667,213.61805555555523,3.122916666666667,3.442361111111111,0.41732283464566927,0.16129032258064516,0.5032258064516129,0.535483870967742,0.05405405405405406,46,0.0,0.31351351351351353,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
PORTO ESTRELA,97,6.578819444444445,95.134375,1.9506944444444445,1.7083333333333333,0.5471698113207547,0.25,0.5714285714285714,0.6607142857142857,0.08247422680412371,46,0.0,0.3402061855670103,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
SANTO ANTONIO DO LESTE,81,4.293055555555555,54.72222222222222,1.976388888888889,1.4006944444444445,0.5,0.2903225806451613,0.6774193548387096,0.7096774193548387,0.037037037037037035,46,0.0,0.2962962962962963,gal_lacen_microdados,>=2024,Desempenho dentro do esperado (janela recente)
INDIAVAI,172,70.33541666666666,187.60972222222222,29.865277777777777,1.9784722222222224,0.3300970873786408,0.1504424778761062,0.37168141592920356,0.4247787610619469,0.08139534883720931,40,0.0,0.38372093023255816,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
SANTA RITA DO TRIVELATO,110,16.614583333333332,93.475,12.122569444444444,4.330555555555556,0.27941176470588236,0.10666666666666667,0.26666666666666666,0.48,0.045454545454545456,40,0.0,0.3,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
CARLINDA,161,14.028125,143.42291666666668,7.970833333333333,2.651388888888889,0.2727272727272727,0.175,0.4125,0.5,0.08074534161490683,39,0.0,0.2732919254658385,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
SAO PEDRO DA CIPA,69,4.1149305555555555,264.6486111111111,1.0618055555555554,0.6256944444444444,0.5555555555555556,0.3392857142857143,0.5535714285714286,0.6607142857142857,0.028985507246376812,37,0.0,0.34782608695652173,gal_lacen_microdados,>=2024,Desempenho dentro do esperado (janela recente)
SAO JOSE DO POVO,90,11.078819444444445,37.758194444444456,4.632638888888889,1.5583333333333333,0.23333333333333334,0.0625,0.375,0.59375,0.05555555555555555,35,0.0,0.23333333333333334,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
TESOURO,53,23.085069444444443,263.5965277777778,2.3944444444444444,1.6072916666666668,0.5,0.25,0.35714285714285715,0.4642857142857143,0.05660377358490566,34,0.0,0.20754716981132076,gal_lacen_microdados,>=2024,TAT mediano elevado — revisar fluxo coleta→liberação
RIBEIRAO CASCALHEIRA,148,4.677777777777778,71.17097222222223,1.7375,2.392361111111111,0.6086956521739131,0.16853932584269662,0.550561797752809,0.7528089887640449,0.08783783783783784,34,0.0,0.3581081081081081,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
PLANALTO DA SERRA,81,30.447222222222223,229.76291666666677,30.05,1.479861111111111,0.09090909090909091,0.031746031746031744,0.2222222222222222,0.38095238095238093,0.06172839506172839,30,0.0,0.49382716049382713,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
PORTO DOS GAUCHOS,96,10.496527777777779,91.57777777777778,6.172916666666667,2.5850694444444446,0.4528301886792453,0.16393442622950818,0.4262295081967213,0.5737704918032787,0.0,29,0.0,0.3958333333333333,gal_lacen_microdados,>=2024,Desempenho dentro do esperado (janela recente)
BOM JESUS DO ARAGUAIA,125,11.644097222222221,109.43194444444444,4.084722222222222,2.71875,0.3114754098360656,0.15,0.425,0.5375,0.048,27,0.0,0.456,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
NOVO SANTO ANTONIO,92,11.745138888888889,152.38888888888889,7.24375,6.528819444444444,0.37254901960784315,0.26229508196721313,0.4262295081967213,0.5573770491803278,0.07608695652173914,26,0.0,0.44565217391304346,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
VALE DE SAO DOMINGOS,34,13.567361111111111,20.572222222222223,11.150694444444444,1.4534722222222223,0.3125,0.23529411764705882,0.4117647058823529,0.5882352941176471,0.058823529411764705,20,0.0,0.35294117647058826,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
SERRA NOVA DOURADA,49,7.409722222222222,152.38819444444445,2.8048611111111112,4.625,0.36,0.2413793103448276,0.41379310344827586,0.6551724137931034,0.02040816326530612,20,0.0,0.3469387755102041,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
SANTO AFONSO,61,10.145833333333332,35.571527777777774,3.959722222222222,6.479861111111111,0.42424242424242425,0.023809523809523808,0.09523809523809523,0.6190476190476191,0.13114754098360656,15,0.0,0.2786885245901639,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
ARAGUAIANA,23,1.6569444444444446,6.314166666666667,1.0576388888888888,0.6041666666666666,0.7692307692307693,0.7692307692307693,0.9230769230769231,0.9230769230769231,0.08695652173913043,13,0.0,0.2608695652173913,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
NOVA NAZARE,56,17.458333333333332,187.65722222222232,5.13125,3.4944444444444445,0.45454545454545453,0.2571428571428571,0.4,0.4857142857142857,0.14285714285714285,11,0.0,0.5,gal_lacen_microdados,>=2024,TAT mediano elevado — revisar fluxo coleta→liberação
RIBEIRAOZINHO,29,4.953819444444445,62.53333333333333,0.914236111111111,36.178125,0.8333333333333334,0.08333333333333333,0.6666666666666666,0.6666666666666666,0.0,11,0.0,0.20689655172413793,gal_lacen_microdados,>=2024,Atraso logístico coleta→recebimento — revisar transporte
SANTA CRUZ DO XINGU,18,4.079861111111111,12.449305555555554,1.1145833333333333,2.1006944444444446,0.6153846153846154,0.25,0.5625,1.0,0.0,10,0.0,0.4444444444444444,gal_lacen_microdados,>=2024,Desempenho dentro do esperado (janela recente)
COCALINHO,364,55.334722222222226,239.62152777777777,29.927083333333332,6.395833333333333,0.15181518151815182,0.03197674418604651,0.34011627906976744,0.4418604651162791,0.23351648351648352,9,0.0,0.2967032967032967,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
LUCIARA,42,4.606944444444444,57.75444444444445,2.8711805555555556,3.3722222222222222,0.4666666666666667,0.12121212121212122,0.5454545454545454,0.5454545454545454,0.11904761904761904,9,0.0,0.47619047619047616,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
TORIXOREU,16,3.661111111111111,13.32097222222223,0.04027777777777778,2.3826388888888888,0.6923076923076923,0.35714285714285715,0.6428571428571429,0.8571428571428571,0.125,5,0.0,0.5625,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
PONTE BRANCA,14,10.460416666666667,164.25958333333338,0.04236111111111111,3.5479166666666666,0.6,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.0,3,0.0,0.2857142857142857,gal_lacen_microdados,>=2024,Desempenho dentro do esperado (janela recente)
